item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM0537,ORD0152,PROD0420,3,35694,46
ITEM0538,ORD0233,PROD0001,5,25040,93
ITEM0539,ORD0095,PROD0453,1,40814,46
ITEM0540,ORD0398,PROD0318,2,21217,92
ITEM0541,ORD0033,PROD0338,5,53877,49
ITEM0542,ORD0098,PROD0269,4,50383,70
ITEM0543,ORD0079,PROD0314,3,21341,52
ITEM0544,ORD0329,PROD0165,1,6508,66
ITEM0545,ORD0338,PROD0035,1,54935,16
ITEM0546,ORD0092,PROD0448,1,13443,13
ITEM0547,ORD0249,PROD0099,1,2285,73
ITEM0548,ORD0329,PROD0429,4,43317,62
ITEM0549,ORD0270,PROD0320,5,16973,6
ITEM0550,ORD0188,PROD0114,5,47244,9
ITEM0551,ORD0007,PROD0477,2,43175,62
ITEM0552,ORD0476,PROD0456,1,30874,81
ITEM0553,ORD0032,PROD0185,5,48924,53
ITEM0554,ORD0421,PROD0189,1,54178,78
ITEM0555,ORD0137,PROD0271,1,48323,9
ITEM0556,ORD0428,PROD0156,1,14349,66
ITEM0557,ORD0050,PROD0052,2,35042,49
ITEM0558,ORD0098,PROD0099,5,43249,31
ITEM0559,ORD0292,PROD0321,2,36796,95
ITEM0560,ORD0286,PROD0213,-1,50419,81
ITEM0561,ORD0296,PROD0184,4,46242,85
ITEM0562,ORD0219,PROD0453,1,11132,23
ITEM0563,ORD0282,PROD0206,5,22319,84
ITEM0564,ORD0081,PROD0274,5,29233,45
ITEM0565,ORD0463,PROD0162,5,21476,47
ITEM0566,ORD0212,PROD0392,4,54342,92
ITEM0567,ORD0166,PROD0312,2,37106,69
ITEM0568,ORD0110,PROD0193,5,48996,32
ITEM0569,ORD0185,PROD0493,4,29527,50
ITEM0570,ORD0001,PROD0372,1,18843,76
ITEM0571,ORD0009,PROD0266,2,58548,38
ITEM0572,ORD0004,PROD0154,2,14278,40
ITEM0573,ORD0012,PROD0396,3,36484,65
ITEM0574,ORD0285,PROD0293,5,10339,12
ITEM0575,ORD0020,PROD0236,3,10430,17
ITEM0576,ORD0136,PROD0188,5,16574,29
ITEM0577,ORD0132,PROD0416,3,6223,73
ITEM0578,ORD0205,PROD0292,2,48320,9
ITEM0579,ORD0371,PROD0167,-4,11531,62
ITEM0580,ORD0423,PROD0461,5,53907,12
ITEM0581,ORD0305,PROD0329,3,2649,93
ITEM0582,ORD0414,PROD0296,4,5343,99
ITEM0583,ORD0029,PROD0472,3,23001,55
ITEM0584,ORD0214,PROD0477,1,57202,98
ITEM0585,ORD0117,PROD0383,5,949,81
ITEM0586,ORD0399,PROD0324,4,3747,39
ITEM0587,ORD0269,PROD0022,3,35584,72
ITEM0588,ORD0077,PROD0168,-5,45928,28
ITEM0589,ORD0079,PROD0026,4,29403,96
ITEM0590,ORD0305,PROD0295,5,6103,28
ITEM0591,ORD0222,PROD0149,4,9900,16
ITEM0592,ORD0173,PROD0043,4,37649,95
ITEM0593,ORD0026,PROD0281,4,17406,10
ITEM0594,ORD0205,PROD0257,4,50913,89
ITEM0595,ORD0067,PROD0391,2,31717,71
ITEM0596,ORD0102,PROD0250,4,42945,73
ITEM0597,ORD0101,PROD0288,5,48412,67
ITEM0598,ORD0127,PROD0125,1,17649,99
ITEM0599,ORD0221,PROD0166,5,6071,14
ITEM0600,ORD0344,PROD0212,4,24138,44
ITEM0601,ORD0098,PROD0165,3,39120,83
ITEM0602,ORD0013,PROD0395,3,11292,44
ITEM0603,ORD0316,PROD0421,4,41040,18
ITEM0604,ORD0226,PROD0023,2,13286,87
ITEM0605,ORD0192,PROD0080,1,7564,94
ITEM0606,ORD0028,PROD0125,5,9878,36
ITEM0607,ORD0008,PROD0176,1,20196,57
ITEM0608,ORD0242,PROD0012,3,13897,94
ITEM0609,ORD0276,PROD0109,2,36010,66
ITEM0610,ORD0385,PROD0133,5,31855,79
ITEM0611,ORD0374,PROD0069,2,45752,89
ITEM0612,ORD0343,PROD0010,4,38407,84
ITEM0613,ORD0270,PROD0023,3,11362,7
ITEM0614,ORD0146,PROD0103,5,17978,6
ITEM0615,ORD0239,PROD0336,1,4564,49
ITEM0616,ORD0339,PROD0139,3,56841,13
ITEM0617,ORD0010,PROD0150,4,15349,48
ITEM0618,ORD0261,PROD0362,1,59436,40
ITEM0619,ORD0249,PROD0444,5,35036,11
ITEM0620,ORD0096,PROD0102,5,30214,71
ITEM0621,ORD0475,PROD0365,1,2805,31
ITEM0622,ORD0473,PROD0272,3,22060,62
ITEM0623,ORD0202,PROD0382,2,1404,44
ITEM0624,ORD0351,PROD0181,3,41175,38
ITEM0625,ORD0121,PROD0451,5,18279,7
ITEM0626,ORD0321,PROD0132,4,58553,3
ITEM0627,ORD0484,PROD0285,3,14983,19
ITEM0628,ORD0175,PROD0460,4,43252,17
ITEM0629,ORD0045,PROD0374,4,34325,86
ITEM0630,ORD0314,PROD0447,2,27550,30
ITEM0631,ORD0294,PROD0079,4,20672,77
ITEM0632,ORD0169,PROD0230,5,8835,26
ITEM0633,ORD0335,PROD0071,5,35678,87
ITEM0634,ORD0410,PROD0104,2,20450,88
ITEM0635,ORD0362,PROD0461,5,59809,17
ITEM0636,ORD0221,PROD0451,2,43206,72
ITEM0637,ORD0470,PROD0081,3,4644,71
ITEM0638,ORD0273,PROD0486,1,12267,40
ITEM0639,ORD0430,PROD0451,2,47849,3
ITEM0640,ORD0392,PROD0164,4,27151,38
ITEM0641,ORD0227,PROD0382,3,10158,99
ITEM0642,ORD0097,PROD0055,2,12307,3
ITEM0643,ORD0391,PROD0105,5,40632,34
ITEM0644,ORD0311,PROD0291,5,15333,76
ITEM0645,ORD0119,PROD0119,1,23744,10
ITEM0646,ORD0353,PROD0400,4,8987,64
ITEM0647,ORD0434,PROD0310,4,46862,83
ITEM0648,ORD0192,PROD0095,4,32407,60
ITEM0649,ORD0071,PROD0084,2,15029,4
ITEM0650,ORD0210,PROD0392,1,17885,52
ITEM0651,ORD0114,PROD0381,2,49861,26
ITEM0652,ORD0034,PROD0091,4,57028,78
ITEM0653,ORD0251,PROD0353,3,57004,58
ITEM0654,ORD0455,PROD0127,4,26733,99
ITEM0655,ORD0022,PROD0312,4,47399,40
ITEM0656,ORD0202,PROD0314,5,39115,68
ITEM0657,ORD0269,PROD0329,1,34321,13
ITEM0658,ORD0232,PROD0234,1,57726,31
ITEM0659,ORD0266,PROD0276,4,48380,5
ITEM0660,ORD0286,PROD0199,5,50345,80
ITEM0661,ORD0493,PROD0026,2,19282,56
ITEM0662,ORD0204,PROD0453,3,50903,36
ITEM0663,ORD0237,PROD0086,-4,19495,78
ITEM0664,ORD0471,PROD0028,5,59423,18
ITEM0665,ORD0238,PROD0425,4,6127,92
ITEM0666,ORD0257,PROD0058,2,51234,74
ITEM0667,ORD0481,PROD0458,5,9067,50
ITEM0668,ORD0212,PROD0166,4,1832,22
ITEM0669,ORD0233,PROD0303,2,58038,58
ITEM0670,ORD0047,PROD0129,3,45532,83
ITEM0671,ORD0465,PROD0365,2,47279,93
ITEM0672,ORD0064,PROD0047,1,46483,57
ITEM0673,ORD0325,PROD0186,1,34528,90
ITEM0674,ORD0197,PROD0373,5,40312,20
ITEM0675,ORD0194,PROD0282,4,3077,98
ITEM0676,ORD0088,PROD0468,3,37260,84
ITEM0677,ORD0442,PROD0077,2,57138,18
ITEM0678,ORD0092,PROD0394,1,27697,39
ITEM0679,ORD0159,PROD0374,4,19125,80
ITEM0680,ORD0093,PROD0061,2,13494,0
ITEM0681,ORD0319,PROD0392,3,1000,58
ITEM0682,ORD0255,PROD0438,4,35818,0
ITEM0683,ORD0312,PROD0452,-4,15789,27
ITEM0684,ORD0302,PROD0338,4,29936,52
ITEM0685,ORD0227,PROD0041,5,39528,0
ITEM0686,ORD0126,PROD0452,5,18426,79
ITEM0687,ORD0322,PROD0286,2,3405,23
ITEM0688,ORD0076,PROD0029,3,2606,18
ITEM0689,ORD0438,PROD0017,5,55120,77
ITEM0690,ORD0153,PROD0170,1,3413,13
ITEM0691,ORD0214,PROD0069,2,10773,86
ITEM0692,ORD0146,PROD0313,5,37705,100
ITEM0693,ORD0288,PROD0091,4,49308,74
ITEM0694,ORD0185,PROD0477,1,6303,98
ITEM0695,ORD0154,PROD0166,3,59020,48
ITEM0696,ORD0420,PROD0035,4,55467,70
ITEM0697,ORD0034,PROD0150,4,9017,15
ITEM0698,ORD0356,PROD0441,3,21775,67
ITEM0699,ORD0212,PROD0269,2,45801,26
ITEM0700,ORD0314,PROD0030,1,37645,93
ITEM0701,ORD0074,PROD0323,5,5945,61
ITEM0702,ORD0371,PROD0353,5,51854,90
ITEM0703,ORD0148,PROD0219,5,55761,40
ITEM0704,ORD0133,PROD0270,5,41044,45
ITEM0705,ORD0475,PROD0067,5,37072,63
ITEM0706,ORD0267,PROD0374,-4,32476,23
ITEM0707,ORD0453,PROD0313,2,46637,37
ITEM0708,ORD0074,PROD0100,1,7946,3
ITEM0709,ORD0239,PROD0321,1,48530,26
ITEM0710,ORD0410,PROD0316,4,27334,5
ITEM0711,ORD0171,PROD0180,5,53024,81
ITEM0712,ORD0109,PROD0006,2,45420,36
ITEM0713,ORD0131,PROD0405,1,20370,38
ITEM0714,ORD0260,PROD0282,3,50468,0
ITEM0715,ORD0059,PROD0352,3,22571,50
ITEM0716,ORD0371,PROD0292,5,2108,22
ITEM0717,ORD0100,PROD0170,3,44271,61
ITEM0718,ORD0470,PROD0243,1,42513,17
ITEM0719,ORD0247,PROD0080,4,58661,68
ITEM0720,ORD0459,PROD0172,4,51579,52
ITEM0721,ORD0476,PROD0381,1,54929,66
ITEM0722,ORD0154,PROD0290,3,36584,68
ITEM0723,ORD0010,PROD0107,-5,45124,42
ITEM0724,ORD0410,PROD0470,3,4539,19
ITEM0725,ORD0144,PROD0431,1,22426,48
ITEM0726,ORD0321,PROD0274,2,37619,77
ITEM0727,ORD0200,PROD0096,5,7857,100
ITEM0728,ORD0385,PROD0158,3,46720,4
ITEM0729,ORD0140,PROD0212,1,32774,30
ITEM0730,ORD0191,PROD0232,3,14364,67
ITEM0731,ORD0155,PROD0090,1,24724,100
ITEM0732,ORD0020,PROD0399,2,6268,56
ITEM0733,ORD0260,PROD0013,4,59507,64
ITEM0734,ORD0079,PROD0098,3,31884,93
ITEM0735,ORD0448,PROD0269,3,51025,41
ITEM0736,ORD0074,PROD0394,1,54079,66
ITEM0737,ORD0347,PROD0069,2,13647,92
ITEM0738,ORD0019,PROD0236,4,46971,66
ITEM0739,ORD0060,PROD0003,3,3085,87
ITEM0740,ORD0435,PROD0305,1,22042,59
ITEM0741,ORD0456,PROD0024,1,34316,98
ITEM0742,ORD0338,PROD0382,3,1673,73
ITEM0743,ORD0389,PROD0160,2,21229,25
ITEM0744,ORD0099,PROD0147,3,35083,40
ITEM0745,ORD0396,PROD0226,1,18068,19
ITEM0746,ORD0081,PROD0141,1,1199,79
ITEM0747,ORD0287,PROD0264,-1,13738,69
ITEM0748,ORD0180,PROD0282,3,17963,18
ITEM0749,ORD0483,PROD0361,3,37823,31
ITEM0750,ORD0088,PROD0037,-3,40390,43
ITEM0751,ORD0277,PROD0228,1,8724,3
ITEM0752,ORD0242,PROD0463,1,7142,49
ITEM0753,ORD0028,PROD0045,4,25884,22
ITEM0754,ORD0361,PROD0306,5,41452,88
ITEM0755,ORD0359,PROD0229,5,23506,39
ITEM0756,ORD0171,PROD0419,2,46920,97
ITEM0757,ORD0344,PROD0415,-5,5347,96
ITEM0758,ORD0392,PROD0239,5,8837,11
ITEM0759,ORD0417,PROD0411,4,6574,58
ITEM0760,ORD0159,PROD0351,4,31037,29
ITEM0761,ORD0486,PROD0115,2,56632,78
ITEM0762,ORD0133,PROD0468,3,25895,23
ITEM0763,ORD0359,PROD0470,3,51893,41
ITEM0764,ORD0233,PROD0250,1,4483,60
ITEM0765,ORD0058,PROD0180,4,30427,21
ITEM0766,ORD0145,PROD0394,3,39812,73
ITEM0767,ORD0066,PROD0261,1,26787,91
ITEM0768,ORD0408,PROD0055,3,36647,83
ITEM0769,ORD0037,PROD0406,3,35114,59
ITEM0770,ORD0206,PROD0303,4,15835,79
ITEM0771,ORD0125,PROD0281,2,31812,49
ITEM0772,ORD0034,PROD0175,2,53540,88
ITEM0773,ORD0303,PROD0221,-4,37372,100
ITEM0774,ORD0176,PROD0279,2,11543,84
ITEM0775,ORD0343,PROD0040,5,55037,62
ITEM0776,ORD0059,PROD0304,5,30537,41
ITEM0777,ORD0285,PROD0050,4,11745,39
ITEM0778,ORD0490,PROD0208,1,39407,13
ITEM0779,ORD0351,PROD0417,5,50750,48
ITEM0780,ORD0168,PROD0254,1,6133,27
ITEM0781,ORD0419,PROD0072,5,59395,96
ITEM0782,ORD0326,PROD0415,1,49815,18
ITEM0783,ORD0339,PROD0077,4,35016,37
ITEM0784,ORD0200,PROD0316,5,29505,25
ITEM0785,ORD0106,PROD0349,3,19843,72
ITEM0786,ORD0407,PROD0468,3,28690,91
ITEM0787,ORD0156,PROD0469,3,6051,74
ITEM0788,ORD0005,PROD0314,5,26689,16
ITEM0789,ORD0437,PROD0151,1,24397,70
ITEM0790,ORD0496,PROD0028,1,46295,71
ITEM0791,ORD0421,PROD0074,3,7389,36
ITEM0792,ORD0444,PROD0016,2,28492,89
ITEM0793,ORD0303,PROD0202,3,46846,48
ITEM0794,ORD0208,PROD0196,4,35924,27
ITEM0795,ORD0340,PROD0089,4,9314,24
ITEM0796,ORD0285,PROD0197,3,55247,53
ITEM0797,ORD0079,PROD0148,2,9000,1
ITEM0798,ORD0037,PROD0332,1,9636,92
ITEM0799,ORD0454,PROD0250,4,9098,10
ITEM0800,ORD0071,PROD0329,4,56570,58
ITEM0801,ORD0458,PROD0404,5,28098,79
ITEM0802,ORD0093,PROD0233,5,27995,70
ITEM0803,ORD0420,PROD0231,4,23485,28
ITEM0804,ORD0096,PROD0218,5,686,73
ITEM0805,ORD0256,PROD0434,2,46870,64
ITEM0806,ORD0138,PROD0211,5,37971,46
ITEM0807,ORD0018,PROD0362,1,37434,61
ITEM0808,ORD0361,PROD0189,1,38228,61
ITEM0809,ORD0493,PROD0354,1,9511,93
ITEM0810,ORD0375,PROD0270,3,30670,66
ITEM0811,ORD0041,PROD0268,5,5996,31
ITEM0812,ORD0242,PROD0323,1,45031,81
ITEM0813,ORD0277,PROD0409,5,20679,78
ITEM0814,ORD0028,PROD0463,3,35263,99
ITEM0815,ORD0006,PROD0241,4,33797,60
ITEM0816,ORD0294,PROD0376,3,27791,45
ITEM0817,ORD0492,PROD0362,3,19153,21
ITEM0818,ORD0019,PROD0356,5,49314,38
ITEM0819,ORD0373,PROD0402,-5,17268,7
ITEM0820,ORD0323,PROD0243,5,11280,73
ITEM0821,ORD0027,PROD0337,3,53211,94
ITEM0822,ORD0320,PROD0014,3,31969,10
ITEM0823,ORD0065,PROD0259,1,56000,100
ITEM0824,ORD0143,PROD0130,2,40556,35
ITEM0825,ORD0141,PROD0440,3,1130,94
ITEM0826,ORD0058,PROD0310,2,59846,75
ITEM0827,ORD0379,PROD0078,4,24433,22
ITEM0828,ORD0134,PROD0401,2,31979,23
ITEM0829,ORD0410,PROD0271,1,22668,10
ITEM0830,ORD0496,PROD0075,5,54052,19
ITEM0831,ORD0429,PROD0254,4,50686,49
ITEM0832,ORD0122,PROD0339,4,47779,81
ITEM0833,ORD0086,PROD0108,5,48327,44
ITEM0834,ORD0028,PROD0329,3,49711,14
ITEM0835,ORD0027,PROD0086,4,26332,60
ITEM0836,ORD0155,PROD0244,5,15513,48
ITEM0837,ORD0350,PROD0362,4,31302,33
ITEM0838,ORD0075,PROD0272,4,977,36
ITEM0839,ORD0475,PROD0409,4,25235,86
ITEM0840,ORD0162,PROD0493,5,44952,5
ITEM0841,ORD0050,PROD0470,5,41974,45
ITEM0842,ORD0490,PROD0433,4,40208,83
ITEM0843,ORD0440,PROD0140,3,17916,34
ITEM0844,ORD0411,PROD0051,3,43083,74
ITEM0845,ORD0201,PROD0237,2,48323,86
ITEM0846,ORD0302,PROD0395,2,34275,43
ITEM0847,ORD0347,PROD0354,2,20730,70
ITEM0848,ORD0006,PROD0345,1,54705,8
ITEM0849,ORD0007,PROD0211,1,34623,13
ITEM0850,ORD0351,PROD0229,3,14579,92
ITEM0851,ORD0146,PROD0129,2,2430,3
ITEM0852,ORD0318,PROD0048,1,39137,84
ITEM0853,ORD0458,PROD0428,2,39481,81
ITEM0854,ORD0063,PROD0363,1,5861,77
ITEM0855,ORD0067,PROD0193,5,52838,23
ITEM0856,ORD0459,PROD0057,2,16802,37
ITEM0857,ORD0240,PROD0339,1,42063,58
ITEM0858,ORD0473,PROD0451,3,50620,54
ITEM0859,ORD0355,PROD0463,3,17064,20
ITEM0860,ORD0400,PROD0038,3,51128,7
ITEM0861,ORD0196,PROD0199,3,4136,33
ITEM0862,ORD0490,PROD0417,3,11860,56
ITEM0863,ORD0036,PROD0252,2,40196,50
ITEM0864,ORD0092,PROD0331,4,7306,18
ITEM0865,ORD0277,PROD0394,4,14512,78
ITEM0866,ORD0330,PROD0055,4,47084,33
ITEM0867,ORD0053,PROD0018,1,4814,73
ITEM0868,ORD0373,PROD0129,4,1429,63
ITEM0869,ORD0077,PROD0335,1,2679,85
ITEM0870,ORD0200,PROD0137,2,46078,42
ITEM0871,ORD0464,PROD0201,5,442,65
ITEM0872,ORD0363,PROD0482,4,31535,55
ITEM0873,ORD0207,PROD0433,1,35597,28
ITEM0874,ORD0002,PROD0197,4,8143,72
ITEM0875,ORD0275,PROD0479,3,22052,87
ITEM0876,ORD0156,PROD0206,1,41636,82
ITEM0877,ORD0047,PROD0188,5,56124,43
ITEM0878,ORD0042,PROD0431,4,50037,98
ITEM0879,ORD0149,PROD0332,2,11774,70
ITEM0880,ORD0021,PROD0496,4,43501,24
ITEM0881,ORD0154,PROD0357,4,58950,13
ITEM0882,ORD0323,PROD0353,3,32083,10
ITEM0883,ORD0454,PROD0324,4,48390,24
ITEM0884,ORD0072,PROD0019,2,1862,92
ITEM0885,ORD0304,PROD0123,4,25678,8
ITEM0886,ORD0406,PROD0277,3,32947,68
ITEM0887,ORD0495,PROD0428,4,1275,4
ITEM0888,ORD0174,PROD0029,3,51827,92
ITEM0889,ORD0022,PROD0208,1,14072,83
ITEM0890,ORD0342,PROD0268,4,44638,68
ITEM0891,ORD0077,PROD0380,5,15468,9
ITEM0892,ORD0019,PROD0377,2,32240,83
ITEM0893,ORD0010,PROD0242,5,3201,31
ITEM0894,ORD0360,PROD0333,2,1141,22
ITEM0895,ORD0324,PROD0026,3,53987,12
ITEM0896,ORD0234,PROD0313,2,54945,75
ITEM0897,ORD0033,PROD0419,1,7682,63
ITEM0898,ORD0305,PROD0410,5,14655,8
ITEM0899,ORD0412,PROD0104,4,22308,94
ITEM0900,ORD0348,PROD0206,3,8116,87
ITEM0901,ORD0295,PROD0280,2,21275,27
ITEM0902,ORD0392,PROD0024,5,11567,42
ITEM0903,ORD0033,PROD0062,3,9456,96
ITEM0904,ORD0213,PROD0087,3,36468,21
ITEM0905,ORD0225,PROD0125,5,2867,17
ITEM0906,ORD0052,PROD0406,5,24850,99
ITEM0907,ORD0081,PROD0009,4,5490,0
ITEM0908,ORD0004,PROD0092,1,46516,83
ITEM0909,ORD0304,PROD0455,3,27477,88
ITEM0910,ORD0414,PROD0406,4,45574,16
ITEM0911,ORD0106,PROD0074,3,34481,57
ITEM0912,ORD0211,PROD0123,2,40212,88
ITEM0913,ORD0020,PROD0306,2,47202,63
ITEM0914,ORD0314,PROD0487,1,41303,100
ITEM0915,ORD0155,PROD0179,4,499,71
ITEM0916,ORD0121,PROD0099,1,34947,12
ITEM0917,ORD0317,PROD0186,5,33462,28
ITEM0918,ORD0238,PROD0395,-2,18315,6
ITEM0919,ORD0100,PROD0058,2,45108,60
ITEM0920,ORD0255,PROD0091,2,44118,5
ITEM0921,ORD0028,PROD0331,3,18881,26
ITEM0922,ORD0223,PROD0129,3,40623,97
ITEM0923,ORD0233,PROD0023,1,48723,6
ITEM0924,ORD0474,PROD0276,2,10557,100
ITEM0925,ORD0015,PROD0249,5,7806,9
ITEM0926,ORD0459,PROD0121,4,39043,74
ITEM0927,ORD0167,PROD0215,2,49161,86
ITEM0928,ORD0460,PROD0167,2,51250,14
ITEM0929,ORD0167,PROD0117,-1,15739,94
ITEM0930,ORD0212,PROD0446,2,24810,28
ITEM0931,ORD0038,PROD0242,5,31946,6
ITEM0932,ORD0456,PROD0224,2,14366,78
ITEM0933,ORD0233,PROD0092,4,24676,17
ITEM0934,ORD0235,PROD0369,2,41620,45
ITEM0935,ORD0500,PROD0139,2,22212,16
ITEM0936,ORD0017,PROD0355,5,4109,35
ITEM0937,ORD0070,PROD0057,4,30253,53
ITEM0938,ORD0088,PROD0390,3,14608,37
ITEM0939,ORD0310,PROD0081,5,59547,21
ITEM0940,ORD0296,PROD0497,5,56233,29
ITEM0941,ORD0045,PROD0211,5,32261,27
ITEM0942,ORD0303,PROD0243,4,18495,1
ITEM0943,ORD0374,PROD0220,2,16441,41
ITEM0944,ORD0223,PROD0297,2,58646,75
ITEM0945,ORD0485,PROD0077,-5,59067,0
ITEM0946,ORD0214,PROD0074,1,2825,60
ITEM0947,ORD0376,PROD0394,5,2403,54
ITEM0948,ORD0272,PROD0202,4,53265,89
ITEM0949,ORD0421,PROD0051,4,32659,30
ITEM0950,ORD0043,PROD0286,1,45626,93
ITEM0951,ORD0209,PROD0487,2,8897,45
ITEM0952,ORD0152,PROD0123,1,1243,61
ITEM0953,ORD0343,PROD0157,2,46291,58
ITEM0954,ORD0440,PROD0293,5,1799,58
ITEM0955,ORD0238,PROD0396,2,57491,90
ITEM0956,ORD0208,PROD0095,3,41278,59
ITEM0957,ORD0361,PROD0325,1,56586,80
ITEM0958,ORD0037,PROD0198,3,34994,4
ITEM0959,ORD0152,PROD0219,3,45947,78
ITEM0960,ORD0278,PROD0295,2,51822,87
ITEM0961,ORD0042,PROD0318,3,48418,7
ITEM0962,ORD0264,PROD0485,3,58394,6
ITEM0963,ORD0057,PROD0197,3,30697,79
ITEM0964,ORD0021,PROD0188,3,11686,82
ITEM0965,ORD0287,PROD0361,1,36949,90
ITEM0966,ORD0397,PROD0105,2,22149,30
ITEM0967,ORD0277,PROD0059,-4,48524,96
ITEM0968,ORD0298,PROD0447,2,49559,95
ITEM0969,ORD0390,PROD0116,3,23315,34
ITEM0970,ORD0258,PROD0349,4,18362,6
ITEM0971,ORD0033,PROD0191,3,29849,62
ITEM0972,ORD0257,PROD0270,1,31012,90
ITEM0973,ORD0273,PROD0348,5,59146,37
ITEM0974,ORD0232,PROD0318,3,52622,86
ITEM0975,ORD0485,PROD0355,1,12543,58
ITEM0976,ORD0045,PROD0042,4,59047,22
ITEM0977,ORD0148,PROD0491,1,7367,21
ITEM0978,ORD0142,PROD0058,2,32727,19
ITEM0979,ORD0448,PROD0105,5,41309,2
ITEM0980,ORD0151,PROD0214,5,8852,60
ITEM0981,ORD0178,PROD0216,4,48546,82
ITEM0982,ORD0011,PROD0150,2,4325,2
ITEM0983,ORD0447,PROD0411,2,54919,66
ITEM0984,ORD0331,PROD0172,4,38125,43
ITEM0985,ORD0336,PROD0331,3,32060,75
ITEM0986,ORD0341,PROD0357,5,55375,70
ITEM0987,ORD0228,PROD0235,3,37375,16
ITEM0988,ORD0460,PROD0405,3,11454,33
ITEM0989,ORD0117,PROD0248,3,19083,98
ITEM0990,ORD0433,PROD0025,2,23342,36
ITEM0991,ORD0234,PROD0490,2,40742,20
ITEM0992,ORD0365,PROD0275,3,12145,22
ITEM0993,ORD0430,PROD0363,-2,10767,30
ITEM0994,ORD0060,PROD0022,-3,37852,16
ITEM0995,ORD0226,PROD0134,3,12291,26
ITEM0996,ORD0288,PROD0363,1,43817,40
ITEM0997,ORD0362,PROD0177,2,24639,57
ITEM0998,ORD0277,PROD0500,2,35172,38
ITEM0999,ORD0063,PROD0472,1,26713,63
ITEM1000,ORD0394,PROD0075,-4,21185,19
ITEM0522,ORD0405,PROD0125,1,2952,74
ITEM0738,ORD0019,PROD0236,4,46971,66
ITEM0741,ORD0456,PROD0024,1,34316,98
ITEM0661,ORD0493,PROD0026,2,19282,56
ITEM0412,ORD0490,PROD0132,5,53490,73
ITEM0679,ORD0159,PROD0374,4,19125,80
ITEM0627,ORD0484,PROD0285,3,14983,19
ITEM0514,ORD0395,PROD0049,5,43847,26
ITEM0860,ORD0400,PROD0038,3,51128,7
ITEM0137,ORD0390,PROD0397,2,37967,97
ITEM0812,ORD0242,PROD0323,1,45031,81
ITEM0077,ORD0317,PROD0312,4,2741,50
ITEM0637,ORD0470,PROD0081,3,4644,71
ITEM0974,ORD0232,PROD0318,3,52622,86
ITEM0939,ORD0310,PROD0081,5,59547,21
ITEM0900,ORD0348,PROD0206,3,8116,87
ITEM0281,ORD0218,PROD0428,1,13672,68
ITEM0884,ORD0072,PROD0019,2,1862,92
ITEM0762,ORD0133,PROD0468,3,25895,23
ITEM0320,ORD0457,PROD0276,2,17451,93
