order_id,customer_id,order_date,status,region_code
ORD0389,CUST0254,2025-07-26 09:34:05,CANCELLED,NORTH
ORD0390,CUST0124,2025-07-26 13:25:05,CANCELLED,NORTH
ORD0391,CUST0271,2024-12-30 03:37:21,PLACED,EAST
ORD0392,CUST0479,21-10-2025 08:57:25,DELIVERED,SOUTH
ORD0393,,2024-11-21 17:39:52,RETURNED,WEST
ORD0394,CUST0188,2025-12-04 05:36:10,RETURNED,SOUTH
ORD0395,CUST0391,2026-04-27 18:51:57,CANCELLED,NORTH
ORD0396,CUST0009,2025-06-03 15:31:58,RETURNED,NORTH
ORD0397,CUST0008,2024-08-05 22:14:27,DELIVERED,SOUTH
ORD0398,CUST0021,2025-01-24 18:09:36,PLACED,WEST
ORD0399,,2024-08-22 00:05:06,DELIVERED,WEST
ORD0400,CUST0217,2024-10-26 19:46:03,CANCELLED,NORTH
ORD0401,CUST0328,2025-10-07 22:22:47,RETURNED,SOUTH
ORD0402,CUST0143,2025-10-22 13:58:37,PLACED,EAST
ORD0403,CUST0041,2024-11-21 15:28:52,RETURNED,SOUTH
ORD0404,CUST0499,2024-11-01 03:15:16,SHIPPED,EAST
ORD0405,CUST0201,2025-11-20 11:18:01,RETURNED,NORTH
ORD0406,CUST0159,21-08-2025 16:10:16,CANCELLED,SOUTH
ORD0407,CUST0030,2024-08-18 22:23:13,SHIPPED,NORTH
ORD0408,CUST0474,2026-06-11 09:29:18,CANCELLED,NORTH
ORD0409,CUST0233,06-10-2025 23:41:21,RETURNED,NORTH
ORD0410,CUST0159,2024-11-10 13:34:49,SHIPPED,NORTH
ORD0411,CUST0007,2024-08-31 22:05:30,SHIPPED,NORTH
ORD0412,CUST0084,2024-11-25 16:38:39,CANCELLED,EAST
ORD0413,CUST0268,2025-02-05 02:07:30,RETURNED,EAST
ORD0414,CUST0086,2026-07-05 23:28:20,DELIVERED,SOUTH
ORD0415,,2024-12-06 07:57:33,DELIVERED,NORTH
ORD0416,,2025-08-24 18:41:48,PLACED,EAST
ORD0417,CUST0414,2025-05-30 10:04:11,CANCELLED,EAST
ORD0418,CUST0269,28-10-2025 00:39:01,PLACED,EAST
ORD0419,CUST0365,2025-09-30 06:10:10,RETURNED,NORTH
ORD0420,CUST0255,2025-11-26 17:57:54,CANCELLED,EAST
ORD0421,CUST0029,2024-08-02 22:55:08,CANCELLED,SOUTH
ORD0422,CUST0189,2026-06-01 20:24:38,SHIPPED,EAST
ORD0423,CUST0396,2026-01-29 09:09:00,PLACED,NORTH
ORD0424,CUST0117,2026-02-04 22:14:28,RETURNED,NORTH
ORD0425,CUST0023,2025-12-15 11:38:18,PLACED,SOUTH
ORD0426,CUST0024,2026-04-18 10:01:11,CANCELLED,EAST
ORD0427,CUST0197,2025-02-24 15:47:36,SHIPPED,SOUTH
ORD0428,CUST0477,2024-09-24 02:17:03,PLACED,WEST
ORD0429,CUST0115,2025-01-03 17:24:37,DELIVERED,SOUTH
ORD0430,CUST0214,03-07-2025 09:34:26,DELIVERED,EAST
ORD0431,CUST0423,2025-11-02 14:16:42,PLACED,EAST
ORD0432,CUST0062,2025-07-20 15:36:00,RETURNED,NORTH
ORD0433,CUST0092,24-05-2026 03:30:17,SHIPPED,NORTH
ORD0434,CUST0489,28-07-2025 14:45:58,CANCELLED,NORTH
ORD0435,CUST0450,2024-11-28 23:24:42,CANCELLED,EAST
ORD0436,CUST0397,2025-01-05 21:03:15,DELIVERED,EAST
ORD0437,CUST0045,2026-04-25 10:54:55,RETURNED,WEST
ORD0438,CUST0005,2025-06-03 13:03:55,DELIVERED,SOUTH
ORD0439,CUST0150,2025-10-29 04:15:42,RETURNED,EAST
ORD0440,CUST0379,2024-11-07 08:09:48,RETURNED,SOUTH
ORD0441,CUST0238,2026-03-28 16:32:00,DELIVERED,WEST
ORD0442,CUST0396,2025-10-15 01:07:39,SHIPPED,SOUTH
ORD0443,CUST0078,2026-04-17 18:10:19,PLACED,WEST
ORD0444,CUST0013,2026-03-07 14:52:08,SHIPPED,EAST
ORD0445,CUST0326,2024-12-07 18:22:57,PLACED,EAST
ORD0446,CUST0001,2025-11-15 13:19:30,CANCELLED,EAST
ORD0447,CUST0054,2025-12-13 20:33:37,SHIPPED,SOUTH
ORD0448,CUST0215,2025-08-20 05:54:36,CANCELLED,NORTH
ORD0449,CUST0498,2025-02-09 22:50:22,SHIPPED,EAST
ORD0450,CUST0048,2024-11-26 18:22:31,PLACED,SOUTH
ORD0451,CUST0460,2026-02-01 23:38:12,RETURNED,WEST
ORD0452,CUST0359,2026-01-03 00:09:43,DELIVERED,WEST
ORD0453,CUST0499,2025-04-11 15:40:18,PLACED,NORTH
ORD0454,CUST0259,2026-07-05 21:42:10,SHIPPED,WEST
ORD0455,CUST0039,2025-07-06 17:06:45,RETURNED,NORTH
ORD0456,CUST0223,2025-10-25 20:00:15,SHIPPED,SOUTH
ORD0457,CUST0150,2025-10-21 05:19:25,DELIVERED,EAST
ORD0458,CUST0475,2024-09-10 23:08:27,CANCELLED,EAST
ORD0459,,2025-01-13 23:51:21,CANCELLED,EAST
ORD0460,CUST0120,2025-05-09 06:11:13,PLACED,SOUTH
ORD0461,CUST0070,2025-05-14 21:20:48,RETURNED,NORTH
ORD0462,CUST0080,2024-10-30 04:26:56,PLACED,SOUTH
ORD0463,CUST0231,2024-10-11 19:42:36,CANCELLED,EAST
ORD0464,CUST0209,2024-08-01 08:33:58,PLACED,EAST
ORD0465,CUST0494,2024-12-23 15:52:00,SHIPPED,WEST
ORD0466,CUST0158,2025-08-29 11:51:43,CANCELLED,EAST
ORD0467,CUST0437,2026-05-18 03:46:00,PLACED,NORTH
ORD0468,,2026-06-25 19:07:41,DELIVERED,NORTH
ORD0469,CUST0111,2025-08-15 05:45:33,DELIVERED,SOUTH
ORD0470,CUST0047,02-01-2026 01:21:26,SHIPPED,EAST
ORD0471,CUST0203,2025-06-10 13:21:45,RETURNED,NORTH
ORD0472,CUST0347,2026-04-22 11:09:27,DELIVERED,EAST
ORD0473,CUST0420,2024-11-12 15:50:20,SHIPPED,NORTH
ORD0474,CUST0488,2025-11-01 19:21:35,CANCELLED,WEST
ORD0475,CUST0285,2024-10-02 06:57:07,RETURNED,SOUTH
ORD0476,CUST0049,2024-12-04 07:12:20,CANCELLED,NORTH
ORD0477,CUST0412,2025-07-24 02:39:39,SHIPPED,NORTH
ORD0478,CUST0007,2026-06-19 19:00:42,PLACED,SOUTH
ORD0479,CUST0067,08-11-2025 23:33:10,SHIPPED,WEST
ORD0480,CUST0191,2025-10-28 09:09:21,PLACED,EAST
ORD0481,CUST0470,2024-08-18 19:30:38,PLACED,NORTH
ORD0482,CUST0034,2026-06-01 06:18:41,SHIPPED,WEST
ORD0483,CUST0415,2026-03-20 08:10:45,SHIPPED,NORTH
ORD0484,CUST0464,2025-09-05 06:23:19,DELIVERED,NORTH
ORD0485,CUST0022,2025-08-14 10:33:10,CANCELLED,NORTH
ORD0486,CUST0087,23-02-2026 21:15:17,RETURNED,WEST
ORD0487,CUST0421,2024-10-18 18:28:51,CANCELLED,WEST
ORD0488,CUST0016,2024-09-29 21:00:11,CANCELLED,WEST
ORD0489,CUST0089,2025-07-29 01:26:20,DELIVERED,SOUTH
ORD0490,CUST0466,2025-12-13 15:47:08,SHIPPED,EAST
ORD0491,CUST0144,2024-10-28 17:19:19,CANCELLED,SOUTH
ORD0492,CUST0018,2026-06-20 02:01:51,RETURNED,SOUTH
ORD0493,CUST0332,2025-10-31 05:23:57,DELIVERED,WEST
ORD0494,CUST0211,2025-09-11 08:50:08,RETURNED,WEST
ORD0495,CUST0032,2026-04-23 05:56:25,PLACED,EAST
ORD0496,CUST0197,2024-07-20 10:11:23,SHIPPED,WEST
ORD0497,CUST0103,2026-06-16 04:31:46,RETURNED,SOUTH
ORD0498,CUST0323,2026-07-17 20:27:38,RETURNED,NORTH
ORD0499,CUST0378,13-03-2026 08:26:52,CANCELLED,EAST
ORD0500,CUST0246,2025-12-28 13:04:46,RETURNED,WEST
ORD0362,CUST0372,2026-06-04 14:07:35,SHIPPED,WEST
ORD0074,CUST0352,2025-12-14 16:35:20,RETURNED,EAST
ORD0375,CUST0313,2025-04-26 20:08:29,SHIPPED,WEST
ORD0156,CUST0051,2025-10-13 10:54:13,CANCELLED,EAST
ORD0105,CUST0092,2024-08-20 22:31:27,RETURNED,WEST
ORD0395,CUST0391,2026-04-27 18:51:57,CANCELLED,NORTH
ORD0378,CUST0441,15-04-2026 00:57:46,SHIPPED,NORTH
ORD0125,CUST0105,2025-08-21 14:29:28,RETURNED,SOUTH
ORD0069,CUST0229,2026-07-09 06:35:11,DELIVERED,EAST
ORD0451,CUST0460,2026-02-01 23:38:12,RETURNED,WEST
