user_id,product_id,product_name,category,price,base_price,amount,quantity,supplier,status,region,priority,order_date
U3290,P112,Novel,Books,518.89,518.89,1037.78,2,Global Ltd,Completed,South,Medium,2024-05-04
U5240,P122,Rice,Groceries,3447.11,3447.11,6894.22,2,Global Ltd,Cancelled,West,High,2024-03-17
U8552,P272,Sofa,Furniture,4530.14,4530.14,27180.84,6,NextGen,Pending,North,Medium,2024-02-21
U5505,P556,Bat,Sports,905.4,905.4,3621.6,4,ABC Corp,Cancelled,South,Low,2024-10-13
U2437,P492,Doll,Toys,2519.51,2519.51,22675.59,9,NextGen,Completed,South,Low,2024-10-13
U8940,P679,Headphones,Electronics,4947.55,4947.55,29685.3,6,NextGen,Pending,South,High,2024-12-18
U5602,P928,Tea,Groceries,3005.73,3005.73,3005.73,1,Vertex,Pending,South,High,2024-02-29
U1916,P689,Sofa,Furniture,1276.89,1276.89,5107.56,4,Prime Supplies,Completed,South,High,2024-08-12
U1462,P817,Bread,Groceries,4040.74,4040.74,24244.44,6,Vertex,Cancelled,South,Low,2025-12-21
U3876,P138,Novel,Books,4191.65,4191.65,33533.2,8,ABC Corp,Completed,South,High,2025-05-17
U3137,P834,Cream,Beauty,53.38,53.38,533.8,10,Prime Supplies,Completed,North,High,2024-12-14
U2188,P821,Shoes,Clothing,3883.11,3883.11,34947.99,9,Vertex,Completed,East,Medium,2025-01-17
U8157,P598,Bread,Groceries,725.44,725.44,2176.32,3,Global Ltd,Cancelled,East,High,2025-10-16
U1029,P686,Shoes,Clothing,1923.0,1923.0,9615.0,5,Vertex,Completed,South,Low,2025-12-19
U2705,P244,Bread,Groceries,4609.14,4609.14,46091.4,10,ABC Corp,Completed,East,Medium,2025-05-23
U6500,P111,Jacket,Clothing,3199.12,3199.12,6398.24,2,Global Ltd,Completed,North,Medium,2025-04-02
U4695,P562,Rice,Groceries,2752.82,2752.82,5505.64,2,ABC Corp,Pending,North,Medium,2024-06-15
U7151,P849,Puzzle,Toys,4760.73,4760.73,9521.46,2,Vertex,Completed,East,Low,2024-06-13
U3703,P544,Cream,Beauty,3537.3,3537.3,24761.1,7,ABC Corp,Completed,East,High,2025-09-13
U9849,P776,Dictionary,Books,2075.94,2075.94,18683.46,9,Prime Supplies,Completed,North,High,2024-09-28
U6911,P537,Football,Sports,2880.26,2880.26,23042.08,8,Prime Supplies,Cancelled,West,High,2024-01-04
U2342,P964,Chair,Furniture,177.39,177.39,532.17,3,Prime Supplies,Pending,West,Medium,2025-04-29
U7078,P478,Doll,Toys,501.13,501.13,4510.17,9,NextGen,Completed,East,Medium,2025-01-25
U3476,P783,Shampoo,Beauty,1353.83,1353.83,6769.15,5,ABC Corp,Cancelled,East,Low,2025-12-14
U1999,P938,Gloves,Sports,4854.99,4854.99,48549.9,10,Vertex,Cancelled,West,Low,2025-01-31
U1568,P684,Notebook,Books,2407.5,2407.5,4815.0,2,ABC Corp,Pending,South,High,2025-05-29
U2641,P676,Football,Sports,606.97,606.97,1820.91,3,Prime Supplies,Cancelled,East,Medium,2024-04-18
U8750,P276,Blocks,Toys,1946.07,1946.07,15568.56,8,NextGen,Completed,West,High,2024-02-08
U1807,P375,Yoga Mat,Sports,4453.39,4453.39,26720.34,6,ABC Corp,Pending,East,Medium,2025-05-01
U4734,P407,Car,Toys,4222.09,4222.09,8444.18,2,Prime Supplies,Pending,West,Low,2024-05-17
U7671,P877,Table,Furniture,980.28,980.28,3921.12,4,ABC Corp,Cancelled,South,High,2025-05-11
U9589,P129,Doll,Toys,3562.37,3562.37,24936.59,7,Global Ltd,Completed,North,High,2025-08-05
U5488,P943,Monitor,Electronics,2309.42,2309.42,13856.52,6,Vertex,Pending,North,Low,2025-01-12
U3909,P700,Headphones,Electronics,1247.59,1247.59,9980.72,8,Prime Supplies,Completed,East,Low,2025-04-30
U1145,P235,Notebook,Books,1381.96,1381.96,9673.72,7,Vertex,Completed,South,Medium,2025-04-30
U7168,P570,Blocks,Toys,3578.07,3578.07,17890.35,5,Global Ltd,Pending,East,Low,2024-12-23
U7131,P762,Yoga Mat,Sports,2943.21,2943.21,2943.21,1,Prime Supplies,Cancelled,North,Medium,2025-07-28
U5536,P771,Table,Furniture,1714.6,1714.6,8573.0,5,Global Ltd,Completed,South,High,2024-09-24
U9148,P365,Gloves,Sports,3319.63,3319.63,9958.89,3,NextGen,Pending,North,Low,2024-10-29
U8794,P467,Dictionary,Books,1748.68,1748.68,6994.72,4,Global Ltd,Cancelled,South,Medium,2025-11-18
U3999,P443,Chair,Furniture,2380.37,2380.37,11901.85,5,Global Ltd,Pending,South,Low,2025-11-27
U5817,P971,Puzzle,Toys,2131.34,2131.34,12788.04,6,NextGen,Completed,North,Medium,2025-04-19
U7768,P991,Notebook,Books,2527.36,2527.36,17691.52,7,Global Ltd,Completed,East,Medium,2024-02-25
U8988,P746,Cream,Beauty,758.96,758.96,2276.88,3,Prime Supplies,Cancelled,North,High,2024-12-06
U3595,P904,Shampoo,Beauty,1403.96,1403.96,4211.88,3,Global Ltd,Cancelled,West,Low,2025-05-16
U1618,P304,Yoga Mat,Sports,2046.8,2046.8,16374.4,8,ABC Corp,Pending,South,High,2025-06-30
U6641,P232,Laptop,Electronics,3152.1,3152.1,12608.4,4,NextGen,Cancelled,East,High,2024-11-15
U8469,P710,Table,Furniture,4128.03,4128.03,20640.15,5,NextGen,Cancelled,South,Medium,2025-06-16
U7609,P333,Cream,Beauty,1828.29,1828.29,7313.16,4,Global Ltd,Completed,North,Low,2024-01-20
U5190,P738,T-Shirt,Clothing,659.65,659.65,659.65,1,Vertex,Completed,North,Low,2025-07-01
U7230,P660,Headphones,Electronics,288.76,288.76,577.52,2,NextGen,Cancelled,South,High,2024-05-06
U5423,P720,Phone,Electronics,1540.53,1540.53,3081.06,2,NextGen,Completed,North,Medium,2025-09-29
U4272,P951,Desk,Furniture,3934.56,3934.56,31476.48,8,Prime Supplies,Cancelled,West,Medium,2024-09-26
U8875,P340,T-Shirt,Clothing,245.06,245.06,1960.48,8,ABC Corp,Cancelled,North,High,2024-12-04
U2229,P362,Cream,Beauty,788.27,788.27,1576.54,2,NextGen,Pending,East,Medium,2024-04-13
U5760,P920,Headphones,Electronics,544.05,544.05,1632.15,3,NextGen,Cancelled,North,High,2025-01-03
U3793,P466,Monitor,Electronics,97.88,97.88,293.64,3,Vertex,Pending,North,Medium,2024-12-02
U8479,P955,Tea,Groceries,955.2,955.2,6686.4,7,NextGen,Pending,South,High,2024-10-05
U3611,P526,Shoes,Clothing,3496.04,3496.04,3496.04,1,Vertex,Cancelled,West,High,2024-04-16
U1202,P989,Cream,Beauty,277.56,277.56,1387.8,5,Prime Supplies,Cancelled,North,Medium,2025-12-22
U1894,P758,Notebook,Books,2435.55,2435.55,17048.85,7,Vertex,Pending,West,High,2024-01-12
U5557,P619,Desk,Furniture,3769.58,3769.58,22617.48,6,Vertex,Cancelled,West,Medium,2024-02-21
U8341,P977,Guide,Books,440.21,440.21,3521.68,8,NextGen,Pending,North,Medium,2024-03-31
U6953,P936,Notebook,Books,3290.25,3290.25,26322.0,8,NextGen,Pending,West,Low,2024-02-25
U9067,P941,Tea,Groceries,3525.38,3525.38,3525.38,1,ABC Corp,Pending,South,High,2024-05-23
U4122,P210,Sofa,Furniture,4654.57,4654.57,32581.99,7,ABC Corp,Cancelled,North,Medium,2024-12-12
U9172,P643,Shampoo,Beauty,3309.36,3309.36,29784.24,9,Vertex,Pending,West,Low,2024-01-05
U3103,P496,Jacket,Clothing,3474.5,3474.5,10423.5,3,Vertex,Pending,West,Low,2024-04-16
U8419,P241,Guide,Books,1404.3,1404.3,8425.8,6,Vertex,Cancelled,East,Low,2024-05-16
U4291,P739,Bread,Groceries,3573.78,3573.78,32164.02,9,Prime Supplies,Cancelled,South,Low,2024-08-02
U6771,P591,Shoes,Clothing,2544.27,2544.27,15265.62,6,Vertex,Pending,West,High,2025-07-29
U9866,P467,Monitor,Electronics,3468.44,3468.44,17342.2,5,ABC Corp,Cancelled,South,Low,2024-02-03
U1769,P496,Gloves,Sports,1226.1,1226.1,6130.5,5,Prime Supplies,Cancelled,North,High,2025-01-25
U7025,P659,Doll,Toys,1055.28,1055.28,8442.24,8,Global Ltd,Pending,West,High,2025-08-25
U2955,P141,Sofa,Furniture,975.53,975.53,2926.59,3,Prime Supplies,Cancelled,East,High,2025-01-21
U5934,P908,Headphones,Electronics,3879.62,3879.62,38796.2,10,ABC Corp,Cancelled,East,Low,2025-05-17
U6424,P400,Milk,Groceries,1144.93,1144.93,4579.72,4,Vertex,Cancelled,West,Low,2025-01-04
U4994,P798,Headphones,Electronics,617.87,617.87,3707.22,6,NextGen,Completed,West,Medium,2024-02-10
U7143,P922,Car,Toys,172.29,172.29,1550.61,9,NextGen,Completed,East,Low,2025-06-10
U3742,P646,Novel,Books,1635.55,1635.55,3271.1,2,ABC Corp,Completed,South,Low,2025-07-04
U8130,P936,Football,Sports,4186.54,4186.54,16746.16,4,Global Ltd,Completed,West,Low,2025-10-24
U1276,P789,Football,Sports,2283.07,2283.07,15981.49,7,Vertex,Completed,North,Low,2025-02-02
U9238,P396,Headphones,Electronics,3519.37,3519.37,7038.74,2,Vertex,Completed,East,Medium,2024-04-18
U9740,P239,Gloves,Sports,2005.81,2005.81,2005.81,1,Vertex,Pending,South,Medium,2024-08-13
U3316,P142,Rice,Groceries,4789.09,4789.09,4789.09,1,Vertex,Cancelled,West,Low,2024-05-06
U9397,P264,Desk,Furniture,1558.22,1558.22,9349.32,6,Global Ltd,Cancelled,East,High,2024-05-25
U9992,P760,Chair,Furniture,947.72,947.72,9477.2,10,Prime Supplies,Cancelled,North,Medium,2025-04-17
U6420,P231,Desk,Furniture,1027.22,1027.22,10272.2,10,ABC Corp,Pending,North,High,2024-12-31
U6008,P698,Milk,Groceries,2455.01,2455.01,14730.06,6,Vertex,Cancelled,East,Medium,2025-12-11
U4629,P857,Gloves,Sports,884.77,884.77,5308.62,6,Prime Supplies,Pending,South,Low,2025-12-30
U6004,P664,Rice,Groceries,4395.53,4395.53,35164.24,8,Global Ltd,Cancelled,North,Medium,2025-05-13
U2252,P119,T-Shirt,Clothing,4461.92,4461.92,17847.68,4,Vertex,Cancelled,West,Low,2024-03-18
U9842,P769,Notebook,Books,4536.2,4536.2,40825.8,9,Prime Supplies,Pending,South,Low,2025-04-28
U7500,P614,Puzzle,Toys,712.71,712.71,6414.39,9,Global Ltd,Cancelled,South,Low,2025-01-07
U3395,P467,T-Shirt,Clothing,2258.79,2258.79,6776.37,3,Global Ltd,Pending,South,High,2025-05-10
U9485,P497,Car,Toys,1878.7,1878.7,1878.7,1,NextGen,Completed,North,Low,2025-01-04
U5480,P692,Milk,Groceries,560.96,560.96,5048.64,9,NextGen,Cancelled,West,Medium,2024-09-26
U4651,P515,Table,Furniture,2607.48,2607.48,18252.36,7,Prime Supplies,Pending,West,Low,2025-06-12
U4768,P626,Headphones,Electronics,2534.09,2534.09,7602.27,3,Global Ltd,Completed,South,High,2024-03-19
U7793,P837,Rice,Groceries,3030.0,3030.0,6060.0,2,NextGen,Cancelled,West,Medium,2024-12-04
U9464,P713,T-Shirt,Clothing,326.76,326.76,1633.8,5,Prime Supplies,Completed,South,Medium,2025-02-19
U7730,P246,Cream,Beauty,4343.15,4343.15,13029.45,3,Vertex,Cancelled,East,High,2025-09-07
U4765,P494,Milk,Groceries,4615.64,4615.64,46156.4,10,ABC Corp,Completed,South,Low,2025-01-22
U1019,P764,Soap,Beauty,3313.99,3313.99,33139.9,10,Vertex,Pending,East,High,2025-11-25
U7246,P703,Football,Sports,1185.96,1185.96,9487.68,8,NextGen,Completed,East,Medium,2024-12-24
U9908,P363,Notebook,Books,4554.92,4554.92,9109.84,2,ABC Corp,Cancelled,North,Low,2025-02-22
U6175,P470,Chair,Furniture,2622.82,2622.82,18359.74,7,Global Ltd,Pending,East,Medium,2025-02-22
U7511,P523,Gloves,Sports,2845.12,2845.12,28451.2,10,Global Ltd,Pending,West,Medium,2024-07-27
U2951,P557,Doll,Toys,2909.37,2909.37,20365.59,7,ABC Corp,Completed,West,Medium,2024-08-23
U3381,P714,Monitor,Electronics,845.65,845.65,845.65,1,ABC Corp,Completed,East,High,2025-04-27
U7564,P771,Bread,Groceries,446.2,446.2,446.2,1,Vertex,Completed,South,Low,2025-09-20
U9489,P299,Shampoo,Beauty,2222.91,2222.91,8891.64,4,Vertex,Cancelled,South,Low,2024-10-19
U1004,P188,Jacket,Clothing,3386.42,3386.42,20318.52,6,NextGen,Pending,West,Medium,2024-06-10
U5661,P696,Dictionary,Books,2612.83,2612.83,5225.66,2,Prime Supplies,Pending,South,Low,2025-07-26
U5277,P516,Novel,Books,2301.06,2301.06,16107.42,7,Vertex,Completed,East,Medium,2024-06-28
U5098,P553,Sofa,Furniture,4024.56,4024.56,20122.8,5,Vertex,Pending,South,Medium,2025-12-11
U8896,P364,Shampoo,Beauty,3423.89,3423.89,34238.9,10,NextGen,Cancelled,South,Low,2024-04-29
U9462,P109,Dictionary,Books,4010.8,4010.8,28075.6,7,Global Ltd,Pending,North,Medium,2025-07-02
U6792,P687,Bread,Groceries,426.34,426.34,1279.02,3,Global Ltd,Cancelled,South,Medium,2024-08-11
U4387,P307,Notebook,Books,1212.56,1212.56,4850.24,4,Vertex,Pending,South,High,2024-08-22
U9871,P968,Sofa,Furniture,4604.93,4604.93,36839.44,8,Prime Supplies,Cancelled,East,Medium,2024-02-13
U4638,P231,Puzzle,Toys,2479.49,2479.49,22315.41,9,Vertex,Pending,West,Low,2025-08-13
U3863,P223,Monitor,Electronics,2537.25,2537.25,17760.75,7,Prime Supplies,Cancelled,North,High,2025-04-13
U5254,P661,Dictionary,Books,1928.17,1928.17,3856.34,2,Global Ltd,Pending,West,Low,2024-07-10
U7866,P870,Bread,Groceries,1861.32,1861.32,14890.56,8,Prime Supplies,Pending,East,Medium,2025-12-18
U2636,P923,Jeans,Clothing,2878.48,2878.48,28784.8,10,Vertex,Pending,West,High,2024-10-03
U1159,P531,Shoes,Clothing,4010.19,4010.19,12030.57,3,Global Ltd,Cancelled,East,Medium,2024-06-29
U6903,P670,Table,Furniture,2276.78,2276.78,13660.68,6,Prime Supplies,Completed,West,High,2025-07-27
U9821,P899,Bread,Groceries,4343.47,4343.47,43434.7,10,Prime Supplies,Pending,West,Low,2024-06-27
U8598,P248,Cream,Beauty,4453.68,4453.68,31175.76,7,Prime Supplies,Pending,West,High,2025-10-08
U5773,P373,Sofa,Furniture,851.9,851.9,3407.6,4,Prime Supplies,Pending,East,Low,2025-12-28
U3048,P777,Perfume,Beauty,2099.25,2099.25,6297.75,3,ABC Corp,Completed,South,Medium,2024-08-28
U1431,P636,Chair,Furniture,522.99,522.99,4183.92,8,ABC Corp,Pending,South,High,2025-02-10
U8260,P229,Bat,Sports,1581.38,1581.38,6325.52,4,Vertex,Completed,North,High,2025-10-03
U8654,P378,Tea,Groceries,4308.83,4308.83,25852.98,6,Global Ltd,Cancelled,South,Low,2025-07-07
U9745,P455,Soap,Beauty,3173.69,3173.69,31736.9,10,Vertex,Completed,North,Medium,2024-11-13
U1172,P635,Doll,Toys,1860.63,1860.63,9303.15,5,Prime Supplies,Pending,West,Low,2024-01-01
U8816,P109,Monitor,Electronics,3454.46,3454.46,27635.68,8,Prime Supplies,Cancelled,South,High,2024-11-02
U5094,P832,Tea,Groceries,983.43,983.43,8850.87,9,NextGen,Completed,East,High,2024-06-16
U5454,P764,Yoga Mat,Sports,3145.35,3145.35,28308.15,9,NextGen,Completed,North,High,2024-10-18
U5458,P737,Shoes,Clothing,1483.5,1483.5,11868.0,8,Global Ltd,Pending,North,High,2025-12-18
U2675,P375,Phone,Electronics,4850.1,4850.1,4850.1,1,NextGen,Cancelled,North,High,2024-10-15
U7885,P904,Sofa,Furniture,795.88,795.88,6367.04,8,Prime Supplies,Pending,North,Medium,2024-11-15
U8257,P855,Laptop,Electronics,653.71,653.71,2614.84,4,Global Ltd,Pending,North,Low,2024-09-10
U3598,P845,Novel,Books,2390.49,2390.49,11952.45,5,Vertex,Cancelled,North,Medium,2025-10-06
U1853,P323,Shampoo,Beauty,3210.67,3210.67,12842.68,4,Global Ltd,Cancelled,West,Medium,2025-11-13
U7484,P109,Laptop,Electronics,878.43,878.43,4392.15,5,Vertex,Cancelled,West,Low,2024-09-05
U9190,P802,Jacket,Clothing,1888.42,1888.42,3776.84,2,ABC Corp,Completed,East,Low,2024-04-03
U4812,P671,Jacket,Clothing,3521.57,3521.57,7043.14,2,NextGen,Cancelled,South,High,2024-11-20
U1646,P823,Gloves,Sports,1822.93,1822.93,5468.79,3,Vertex,Pending,West,High,2025-05-11
U5510,P981,Jeans,Clothing,2740.92,2740.92,16445.52,6,ABC Corp,Cancelled,South,Medium,2025-09-05
U1011,P618,Car,Toys,4106.12,4106.12,36955.08,9,Global Ltd,Completed,East,Low,2025-10-15
U9830,P294,Guide,Books,1637.44,1637.44,3274.88,2,Vertex,Completed,East,Medium,2025-01-31
U5355,P141,Football,Sports,4119.03,4119.03,4119.03,1,Prime Supplies,Completed,South,Low,2025-06-25
U4104,P638,Desk,Furniture,551.06,551.06,2204.24,4,Vertex,Cancelled,South,Low,2024-07-16
U8515,P781,Gloves,Sports,3743.24,3743.24,37432.4,10,ABC Corp,Completed,South,Low,2025-12-20
U8258,P422,Yoga Mat,Sports,2548.23,2548.23,7644.69,3,Prime Supplies,Pending,West,Low,2024-12-26
U7145,P862,Bread,Groceries,3061.65,3061.65,30616.5,10,Prime Supplies,Pending,West,Medium,2025-07-17
U9480,P409,Laptop,Electronics,3645.25,3645.25,18226.25,5,Prime Supplies,Completed,South,Medium,2024-05-18
U9376,P684,Phone,Electronics,3869.04,3869.04,19345.2,5,ABC Corp,Completed,West,Medium,2025-07-23
U5093,P362,Jacket,Clothing,735.12,735.12,4410.72,6,ABC Corp,Cancelled,West,Low,2024-08-26
U3832,P945,Novel,Books,3684.62,3684.62,22107.72,6,Vertex,Cancelled,East,High,2025-05-14
U6478,P936,Gloves,Sports,438.46,438.46,438.46,1,NextGen,Completed,South,Low,2024-12-22
U9269,P327,Guide,Books,808.33,808.33,5658.31,7,Prime Supplies,Pending,South,High,2024-04-02
U9980,P368,Rice,Groceries,458.6,458.6,4586.0,10,NextGen,Cancelled,West,Low,2025-02-12
U8993,P767,Jeans,Clothing,3822.06,3822.06,30576.48,8,Vertex,Cancelled,South,High,2025-02-08
U2467,P787,Sofa,Furniture,1367.97,1367.97,9575.79,7,NextGen,Pending,East,High,2024-04-25
U3773,P731,Tea,Groceries,1755.4,1755.4,1755.4,1,Vertex,Completed,West,High,2024-12-24
U2405,P857,Novel,Books,1038.44,1038.44,6230.64,6,Global Ltd,Cancelled,South,Medium,2024-04-25
U8719,P439,Phone,Electronics,1749.19,1749.19,3498.38,2,Vertex,Completed,South,Low,2024-01-24
U3315,P815,Puzzle,Toys,2766.56,2766.56,27665.6,10,NextGen,Cancelled,North,Medium,2025-12-12
U5444,P576,T-Shirt,Clothing,347.54,347.54,1390.16,4,ABC Corp,Pending,East,Low,2024-02-24
U7332,P489,Rice,Groceries,4328.2,4328.2,4328.2,1,Prime Supplies,Pending,North,High,2024-08-24
U1352,P353,Dictionary,Books,2528.22,2528.22,20225.76,8,Prime Supplies,Pending,West,Low,2024-02-10
U5953,P613,Jacket,Clothing,140.94,140.94,845.64,6,ABC Corp,Cancelled,East,Medium,2024-08-29
U6599,P772,Phone,Electronics,4723.48,4723.48,23617.4,5,ABC Corp,Cancelled,West,Low,2025-02-06
U6118,P437,Guide,Books,2115.8,2115.8,21158.0,10,Vertex,Completed,South,Low,2025-09-11
U6062,P822,Jeans,Clothing,2926.1,2926.1,11704.4,4,NextGen,Completed,South,Medium,2025-12-06
U3384,P883,Table,Furniture,2808.83,2808.83,5617.66,2,NextGen,Pending,East,Medium,2024-01-31
U4026,P880,Blocks,Toys,802.19,802.19,3208.76,4,Vertex,Cancelled,South,Low,2024-01-27
U8808,P614,Guide,Books,1193.02,1193.02,1193.02,1,Prime Supplies,Completed,West,Medium,2024-05-17
U7694,P376,Soap,Beauty,730.69,730.69,2922.76,4,Global Ltd,Cancelled,South,High,2024-01-16
U9027,P432,Sofa,Furniture,926.54,926.54,7412.32,8,Global Ltd,Pending,West,High,2025-12-05
U9784,P756,Football,Sports,3614.99,3614.99,25304.93,7,Vertex,Completed,West,Medium,2025-06-21
U7481,P671,Monitor,Electronics,4395.01,4395.01,17580.04,4,Vertex,Cancelled,North,High,2024-02-10
U5684,P270,Car,Toys,2225.79,2225.79,11128.95,5,Prime Supplies,Cancelled,North,Low,2025-04-17
U4308,P192,Yoga Mat,Sports,1651.13,1651.13,1651.13,1,Prime Supplies,Cancelled,South,Low,2025-04-10
U2397,P824,Sofa,Furniture,501.4,501.4,4011.2,8,Vertex,Cancelled,South,Medium,2025-06-20
U3459,P989,Bat,Sports,267.34,267.34,802.02,3,Global Ltd,Cancelled,North,Medium,2024-06-15
U3960,P234,Doll,Toys,1582.12,1582.12,12656.96,8,ABC Corp,Cancelled,East,High,2024-04-30
U1094,P605,Cream,Beauty,2513.26,2513.26,20106.08,8,Global Ltd,Cancelled,West,Medium,2025-09-14
U5009,P384,Bat,Sports,2237.28,2237.28,22372.8,10,ABC Corp,Completed,South,High,2025-07-14
U5889,P189,Rice,Groceries,231.77,231.77,231.77,1,ABC Corp,Pending,South,High,2024-12-05
U3906,P867,Blocks,Toys,3074.89,3074.89,30748.9,10,ABC Corp,Completed,East,Medium,2025-04-11
U2063,P582,Milk,Groceries,4492.77,4492.77,8985.54,2,ABC Corp,Cancelled,East,Medium,2024-10-26
U2790,P847,Football,Sports,2647.0,2647.0,10588.0,4,NextGen,Cancelled,East,Medium,2025-08-08
U6797,P729,Tea,Groceries,1335.32,1335.32,13353.2,10,Vertex,Cancelled,West,Medium,2024-05-12
U4171,P221,T-Shirt,Clothing,4424.14,4424.14,17696.56,4,NextGen,Cancelled,North,Low,2024-01-02
U6468,P673,Notebook,Books,4007.84,4007.84,28054.88,7,ABC Corp,Cancelled,South,Low,2024-12-24
U9301,P431,Puzzle,Toys,1309.37,1309.37,2618.74,2,ABC Corp,Cancelled,East,Medium,2025-07-17
U3877,P438,Yoga Mat,Sports,3635.76,3635.76,36357.6,10,NextGen,Pending,North,Low,2024-07-17
U9797,P573,Shoes,Clothing,2433.4,2433.4,19467.2,8,ABC Corp,Cancelled,East,Low,2024-12-09
